date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:51:59	54927/54927	---M--	200	added ('OK')	image/jpeg	etag:%22aada59f136f5acb4720952378e588bc9%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/aada59f136f5acb4720952378e588bc9/marketing-evernote.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/aada59f136f5acb4720952378e588bc9/marketing-evernote.jpg	(from https://trello.com/teams/marketing)
09:52:00	8686/8686	---M--	200	added ('OK')	image/png	etag:%22a9cdf4edc7bbf2354a45c25ea15bfe17%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/a9cdf4edc7bbf2354a45c25ea15bfe17/powerup-tile-mailchimp.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/a9cdf4edc7bbf2354a45c25ea15bfe17/powerup-tile-mailchimp.png	(from https://trello.com/teams/marketing)
09:52:02	51550/51550	---M--	200	added ('OK')	image/jpeg	etag:%2291822fc8d955f07b69a374cde038928e%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/91822fc8d955f07b69a374cde038928e/marketing-mailchimp.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/91822fc8d955f07b69a374cde038928e/marketing-mailchimp.jpg	(from https://trello.com/teams/marketing)
09:52:02	63848/63848	---M--	200	added ('OK')	image/png	etag:%222931e39df523663642070bba13fee1fb%22	https://blog.trello.com/hs-fs/hubfs/trello_editorial_calendar_3.png	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/trello_editorial_calendar_3.png	(from https://trello.com/teams/marketing)
09:52:03	66379/66379	---M--	200	added ('OK')	image/png	etag:%22307c969ae1f19e833d8255c2b0dd593c%22	https://blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/event_planner-1024x513.png	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/event_planner-1024x513.png	(from https://trello.com/teams/marketing)
09:52:04	40218/40218	---M--	200	added ('OK')	image/jpeg	etag:%2275bf06c67bbb601d82df1cc7b3f8e0ff%22	https://blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/okr_buffer-1024x512.jpg	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/okr_buffer-1024x512.jpg	(from https://trello.com/teams/marketing)
09:52:13	201409/201409	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:52:11%20GMT	https://trello.com/login?returnUrl=%2Fteams%2Fdesign	C:/My%20Web%20Sites/trello/trello.com/loginef78.html	(from https://trello.com/teams/design)
09:52:13	204829/204829	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:52:13%20GMT	https://trello.com/signup?returnUrl=%2Fteams%2Fdesign	C:/My%20Web%20Sites/trello/trello.com/signupef78.html	(from https://trello.com/teams/design)
09:52:13	91971/91971	---M--	200	added ('OK')	image/png	etag:%22c04fbeb669cc00c22c61347d855ec623%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/c04fbeb669cc00c22c61347d855ec623/playbooks-boardtile-design.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/c04fbeb669cc00c22c61347d855ec623/playbooks-boardtile-design.png	(from https://trello.com/teams/design)
09:52:15	63370/63370	---M--	200	added ('OK')	image/jpeg	etag:%225c5e98a3bccec618828bc7f34abb42d0%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/5c5e98a3bccec618828bc7f34abb42d0/design-team.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/5c5e98a3bccec618828bc7f34abb42d0/design-team.jpg	(from https://trello.com/teams/design)
09:52:24	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/MYlOLaSK/product-design-team-sample	C:/My%20Web%20Sites/trello/trello.com/b/MYlOLaSK/product-design-team-sample.html	(from https://trello.com/teams/design)
09:52:25	60654/60654	---M--	200	added ('OK')	image/jpeg	etag:%22a239d9b358a4bc2becbb0af2d6a4baf7%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/a239d9b358a4bc2becbb0af2d6a4baf7/design-sprint.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/a239d9b358a4bc2becbb0af2d6a4baf7/design-sprint.jpg	(from https://trello.com/teams/design)
09:52:26	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/6NanhvtF/design-sprint	C:/My%20Web%20Sites/trello/trello.com/b/6NanhvtF/design-sprint.html	(from https://trello.com/teams/design)
09:52:28	23943/23943	---M--	200	added ('OK')	image/jpeg	etag:%226110466dcf454eb0594f5196d7adf100%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6110466dcf454eb0594f5196d7adf100/design-mvp.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6110466dcf454eb0594f5196d7adf100/design-mvp.jpg	(from https://trello.com/teams/design)
09:52:29	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/R6DSCtsw/building-an-mvp-barker	C:/My%20Web%20Sites/trello/trello.com/b/R6DSCtsw/building-an-mvp-barker.html	(from https://trello.com/teams/design)
09:52:32	82873/82873	---M--	200	added ('OK')	image/jpeg	etag:%229516bebc126b11335689e97dbe98bee1%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9516bebc126b11335689e97dbe98bee1/design-requests.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9516bebc126b11335689e97dbe98bee1/design-requests.jpg	(from https://trello.com/teams/design)
09:52:33	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/RWHpWQWv/design-requests-sample	C:/My%20Web%20Sites/trello/trello.com/b/RWHpWQWv/design-requests-sample.html	(from https://trello.com/teams/design)
09:52:51	62896/62896	---M--	200	added ('OK')	image/jpeg	etag:%22b7992d132e3c9e9899d3f90493815930%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b7992d132e3c9e9899d3f90493815930/design-huddle.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b7992d132e3c9e9899d3f90493815930/design-huddle.jpg	(from https://trello.com/teams/design)
09:52:53	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/enj0WUid/huddlessample	C:/My%20Web%20Sites/trello/trello.com/b/enj0WUid/huddlessample.html	(from https://trello.com/teams/design)
09:52:54	6028/6028	---M--	200	added ('OK')	image/png	etag:%221fb77db40d4dd2c6f9277a5bc3b5a5b6%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/1fb77db40d4dd2c6f9277a5bc3b5a5b6/power-up-tile-dropbox.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/1fb77db40d4dd2c6f9277a5bc3b5a5b6/power-up-tile-dropbox.png	(from https://trello.com/teams/design)
09:52:55	60006/60006	---M--	200	added ('OK')	image/jpeg	etag:%22be0436b9969017fec3cc2e1cbec3ea3c%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/be0436b9969017fec3cc2e1cbec3ea3c/design-dropbox.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/be0436b9969017fec3cc2e1cbec3ea3c/design-dropbox.jpg	(from https://trello.com/teams/design)
09:52:56	3536/3536	---M--	200	added ('OK')	image/png	etag:%22b07e4cfc01a5502bb44b5ddd8d1ed939%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b07e4cfc01a5502bb44b5ddd8d1ed939/power-up-tile-invision.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b07e4cfc01a5502bb44b5ddd8d1ed939/power-up-tile-invision.png	(from https://trello.com/teams/design)
09:52:58	116345/116345	---M--	200	added ('OK')	image/png	etag:%22206c1f782acccc1c8a33f91602b5a9fc%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/206c1f782acccc1c8a33f91602b5a9fc/design-invision.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/206c1f782acccc1c8a33f91602b5a9fc/design-invision.png	(from https://trello.com/teams/design)
09:52:58	7696/7696	---M--	200	added ('OK')	image/png	etag:%22d18ec366f93b89f2891affc242eaa1ad%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/d18ec366f93b89f2891affc242eaa1ad/power-up-tile-figma.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/d18ec366f93b89f2891affc242eaa1ad/power-up-tile-figma.png	(from https://trello.com/teams/design)
09:53:00	75327/75327	---M--	200	added ('OK')	image/png	etag:%2264c95fc3c5743de0d56dcb90a1bc8b55%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/64c95fc3c5743de0d56dcb90a1bc8b55/design-figma.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/64c95fc3c5743de0d56dcb90a1bc8b55/design-figma.png	(from https://trello.com/teams/design)
09:53:01	6347/6347	---M--	200	added ('OK')	image/png	etag:%229aed92528f8d66495b458cb24b6957df%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9aed92528f8d66495b458cb24b6957df/power-up-tile-zeplin.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9aed92528f8d66495b458cb24b6957df/power-up-tile-zeplin.png	(from https://trello.com/teams/design)
09:53:03	65599/65599	---M--	200	added ('OK')	image/png	etag:%22f995447a2bf280748f01c0aa96f91620%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f995447a2bf280748f01c0aa96f91620/design-zeplin.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f995447a2bf280748f01c0aa96f91620/design-zeplin.png	(from https://trello.com/teams/design)
09:53:04	100551/100551	---M--	200	added ('OK')	image/png	etag:%22b42bd7afb711476b72050af1d6c4b4ce%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b42bd7afb711476b72050af1d6c4b4ce/design-marker.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b42bd7afb711476b72050af1d6c4b4ce/design-marker.png	(from https://trello.com/teams/design)
09:53:05	53082/53082	---M--	200	added ('OK')	image/png	etag:%22ac3e1fc600c39aef3b40f28882fdc7bc%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/ac3e1fc600c39aef3b40f28882fdc7bc/design-resource-board-blog.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/ac3e1fc600c39aef3b40f28882fdc7bc/design-resource-board-blog.png	(from https://trello.com/teams/design)
09:53:06	71918/71918	---M--	200	added ('OK')	image/png	etag:%229cc8cd270c1d1060fa58f7d9fc2f1dad%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9cc8cd270c1d1060fa58f7d9fc2f1dad/design-mvp-blog.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/9cc8cd270c1d1060fa58f7d9fc2f1dad/design-mvp-blog.png	(from https://trello.com/teams/design)
09:53:07	37010/37010	---M--	200	added ('OK')	image/png	etag:%22d996a15d96c2c92f6835be140c6b568a%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/d996a15d96c2c92f6835be140c6b568a/design-inspiration-blog.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/d996a15d96c2c92f6835be140c6b568a/design-inspiration-blog.png	(from https://trello.com/teams/design)
09:53:09	66318/66318	---M--	200	added ('OK')	image/png	etag:%22f65b5867f407ae55d0d6d2db17a30797%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f65b5867f407ae55d0d6d2db17a30797/design-nachos-blog.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f65b5867f407ae55d0d6d2db17a30797/design-nachos-blog.png	(from https://trello.com/teams/design)
09:53:12	201381/201381	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:53:11%20GMT	https://trello.com/login?returnUrl=%2Fteams%2Fsales	C:/My%20Web%20Sites/trello/trello.com/logina18c.html	(from https://trello.com/teams/sales)
09:53:13	61248/61248	---M--	200	added ('OK')	image/png	etag:%22b7875cfa4043a56a539eb171deab0f2f%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b7875cfa4043a56a539eb171deab0f2f/playbooks_boardtile_sales.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b7875cfa4043a56a539eb171deab0f2f/playbooks_boardtile_sales.png	(from https://trello.com/teams/sales)
09:53:13	204800/204800	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:53:13%20GMT	https://trello.com/signup?returnUrl=%2Fteams%2Fsales	C:/My%20Web%20Sites/trello/trello.com/signupa18c.html	(from https://trello.com/teams/sales)
09:53:15	153115/153115	---M--	200	added ('OK')	image/png	etag:%220d585bf98ad8fa91bc9a26f3e4621781%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/0d585bf98ad8fa91bc9a26f3e4621781/sales-leadnurturing.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/0d585bf98ad8fa91bc9a26f3e4621781/sales-leadnurturing.png	(from https://trello.com/teams/sales)
09:53:16	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/lrAIa0JW/sales-crm-pipeline	C:/My%20Web%20Sites/trello/trello.com/b/lrAIa0JW/sales-crm-pipeline.html	(from https://trello.com/teams/sales)
09:53:17	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/DAXLAluv/contract-review	C:/My%20Web%20Sites/trello/trello.com/b/DAXLAluv/contract-review.html	(from https://trello.com/teams/sales)
09:53:17	207217/207217	---M--	200	added ('OK')	image/png	etag:%2207e253de7b99f4602a249ae321e3c560%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/07e253de7b99f4602a249ae321e3c560/sales-contractreview.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/07e253de7b99f4602a249ae321e3c560/sales-contractreview.png	(from https://trello.com/teams/sales)
09:53:19	73378/73378	---M--	200	added ('OK')	image/png	etag:%22ff78e84305f6685c90364fa102bbbf35%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/ff78e84305f6685c90364fa102bbbf35/sales-customeronboarding.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/ff78e84305f6685c90364fa102bbbf35/sales-customeronboarding.png	(from https://trello.com/teams/sales)
09:53:19	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/2gUieAwh/customer-onboarding	C:/My%20Web%20Sites/trello/trello.com/b/2gUieAwh/customer-onboarding.html	(from https://trello.com/teams/sales)
09:53:20	54002/54002	---M--	200	added ('OK')	image/png	etag:%22aeee5a1f76f86c6081c9b611f7bb23ac%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/aeee5a1f76f86c6081c9b611f7bb23ac/sales-managerequests.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/aeee5a1f76f86c6081c9b611f7bb23ac/sales-managerequests.png	(from https://trello.com/teams/sales)
09:53:20	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/51WsEhtE/feature-requests	C:/My%20Web%20Sites/trello/trello.com/b/51WsEhtE/feature-requests.html	(from https://trello.com/teams/sales)
09:53:22	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/EAnzdYGO/sales-team-resources	C:/My%20Web%20Sites/trello/trello.com/b/EAnzdYGO/sales-team-resources.html	(from https://trello.com/teams/sales)
09:53:22	153583/153583	---M--	200	added ('OK')	image/png	etag:%228406a9f8227563f1b379e1a85c36b37b%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/8406a9f8227563f1b379e1a85c36b37b/sales-share-resources.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/8406a9f8227563f1b379e1a85c36b37b/sales-share-resources.png	(from https://trello.com/teams/sales)
09:53:23	2492/2492	---M--	200	added ('OK')	image/png	etag:%2283d280be13fac85fa5a9430bd7415477%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/83d280be13fac85fa5a9430bd7415477/powerup-tile-salesforce.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/83d280be13fac85fa5a9430bd7415477/powerup-tile-salesforce.png	(from https://trello.com/teams/sales)
09:53:25	103987/103987	---M--	200	added ('OK')	image/png	etag:%22966c03ebf305238b085f6f6088f5d786%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/966c03ebf305238b085f6f6088f5d786/sales-salesforce-shot.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/966c03ebf305238b085f6f6088f5d786/sales-salesforce-shot.png	(from https://trello.com/teams/sales)
09:53:26	109761/109761	---M--	200	added ('OK')	image/png	etag:%22e35590e3ce7d148afe05c5ab84d465f5%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/e35590e3ce7d148afe05c5ab84d465f5/sales-drive-shot.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/e35590e3ce7d148afe05c5ab84d465f5/sales-drive-shot.png	(from https://trello.com/teams/sales)
09:53:27	93023/93023	---M--	200	added ('OK')	image/png	etag:%226f1657047c9f1100d5d726f496232847%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6f1657047c9f1100d5d726f496232847/sales-cf-shot.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6f1657047c9f1100d5d726f496232847/sales-cf-shot.png	(from https://trello.com/teams/sales)
09:53:28	99882/99882	---M--	200	added ('OK')	image/png	etag:%2258bbd07a3afcd2c23cbd5bbb16d8f278%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/58bbd07a3afcd2c23cbd5bbb16d8f278/sales-slack-shot.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/58bbd07a3afcd2c23cbd5bbb16d8f278/sales-slack-shot.png	(from https://trello.com/teams/sales)
09:53:29	84049/84049	---M--	200	added ('OK')	image/png	etag:%22028f93c4e6d0fab41b190c901732e5e3%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/028f93c4e6d0fab41b190c901732e5e3/sales-calendar-shot.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/028f93c4e6d0fab41b190c901732e5e3/sales-calendar-shot.png	(from https://trello.com/teams/sales)
09:53:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202020%2009:53:30%20GMT	https://blog.trello.com/wp-content/uploads/2015/05/sales_teams.jpg	C:/My%20Web%20Sites/trello/blog.trello.com/wp-content/uploads/2015/05/sales_teams.e8.delayed	(from https://trello.com/teams/sales)
09:53:31	226785/226785	---M--	200	added ('OK')	image/jpeg	etag:%229c88e62627dde007c090ad58c06189e5%22	https://blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/sales_teams.jpg?t=&width=&height=&name=sales_teams.jpg	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/sales_teamse902.jpg	(from https://trello.com/teams/sales)
09:53:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202020%2009:53:32%20GMT	https://blog.trello.com/wp-content/uploads/2015/12/sales_legal_feature-1024x512.jpg	C:/My%20Web%20Sites/trello/blog.trello.com/wp-content/uploads/2015/12/sales_legal_feature-1024x512.ea.delayed	(from https://trello.com/teams/sales)
09:53:32	18036/18036	---M--	200	added ('OK')	image/jpeg	etag:%22a19527e97cba56bff27e4635e579fd2d%22	https://blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/sales_legal_feature-1024x512.jpg?t=&width=&height=&name=sales_legal_feature-1024x512.jpg	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/sales_legal_feature-1024x512c5a2.jpg	(from https://trello.com/teams/sales)
09:53:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2020%20Mar%202020%2009:53:32%20GMT	https://blog.trello.com/wp-content/uploads/2016/02/customer_feedback_feature-1024x512.png	C:/My%20Web%20Sites/trello/blog.trello.com/wp-content/uploads/2016/02/customer_feedback_feature-1024x512.png	(from https://trello.com/teams/sales)
09:53:34	77446/77446	---M--	200	added ('OK')	image/png	etag:%2292b1b0f095fcc3601a6ccf3a639641a4%22	https://blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/customer_feedback_feature-1024x512.png?t=&width=&height=&name=customer_feedback_feature-1024x512.png	C:/My%20Web%20Sites/trello/blog.trello.com/hs-fs/hubfs/Imported_Blog_Media/customer_feedback_feature-1024x5122819.png	(from https://trello.com/teams/sales)
09:53:35	201437/201437	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:53:35%20GMT	https://trello.com/login?returnUrl=%2Fteams%2Fproduct	C:/My%20Web%20Sites/trello/trello.com/logina83e.html	(from https://trello.com/teams/product)
09:53:38	38667/38667	---M--	200	added ('OK')	image/png	etag:%22411dfdfddea814d95db34fa10824d890%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/411dfdfddea814d95db34fa10824d890/playbooks_boardtile_productmanagers.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/411dfdfddea814d95db34fa10824d890/playbooks_boardtile_productmanagers.png	(from https://trello.com/teams/product)
09:53:39	204858/204858	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Mar%202020%2009:53:37%20GMT	https://trello.com/signup?returnUrl=%2Fteams%2Fproduct	C:/My%20Web%20Sites/trello/trello.com/signupa83e.html	(from https://trello.com/teams/product)
09:53:39	76073/76073	---M--	200	added ('OK')	image/png	etag:%22b88a11d35cfb5652c4e16fad720c1500%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b88a11d35cfb5652c4e16fad720c1500/pm-productroadmap.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/b88a11d35cfb5652c4e16fad720c1500/pm-productroadmap.png	(from https://trello.com/teams/product)
09:53:45	189530/189530	---M--	200	added ('OK')	image/png	etag:%222c5ac9b1d8c5a49c8518b4cf2790dc3e%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/2c5ac9b1d8c5a49c8518b4cf2790dc3e/pm-sprintboard.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/2c5ac9b1d8c5a49c8518b4cf2790dc3e/pm-sprintboard.png	(from https://trello.com/teams/product)
09:53:45	164411/164411	---M--	200	added ('OK')	image/png	etag:%22f6640f62f723e4c1c400b8a9ff4c9b3c%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f6640f62f723e4c1c400b8a9ff4c9b3c/pm-sprintretrospectives.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/f6640f62f723e4c1c400b8a9ff4c9b3c/pm-sprintretrospectives.png	(from https://trello.com/teams/product)
09:53:46	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/hkaQsLWx/sprint-retrospectives	C:/My%20Web%20Sites/trello/trello.com/b/hkaQsLWx/sprint-retrospectives.html	(from https://trello.com/teams/product)
09:53:47	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/ZT9nrFqa/project-overview-new-user-experience	C:/My%20Web%20Sites/trello/trello.com/b/ZT9nrFqa/project-overview-new-user-experience.html	(from https://trello.com/teams/product)
09:53:47	89517/89517	---M--	200	added ('OK')	image/png	etag:%22313721fca9e6d5692fff25fe25435d21%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/313721fca9e6d5692fff25fe25435d21/pm-projectoverview.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/313721fca9e6d5692fff25fe25435d21/pm-projectoverview.png	(from https://trello.com/teams/product)
09:53:49	15849/15849	---M-Z	200	added ('OK')	text/html	etag:%22bm0EVTjYha4ucAJqHMtfONF1du0=%22	https://trello.com/b/jXiWAmTC/feature-requests	C:/My%20Web%20Sites/trello/trello.com/b/jXiWAmTC/feature-requests.html	(from https://trello.com/teams/product)
09:53:49	131393/131393	---M--	200	added ('OK')	image/png	etag:%2295add53cfbf19558372d144706488d52%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/95add53cfbf19558372d144706488d52/pm-featurerequests.png	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/95add53cfbf19558372d144706488d52/pm-featurerequests.png	(from https://trello.com/teams/product)
09:53:50	67498/67498	---M--	200	added ('OK')	image/jpeg	etag:%226b54db6613525f42bef155af933317a5%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6b54db6613525f42bef155af933317a5/pm-slack.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/6b54db6613525f42bef155af933317a5/pm-slack.jpg	(from https://trello.com/teams/product)
09:53:50	59537/59537	---M--	200	added ('OK')	image/jpeg	etag:%2273f0f6765c6afbe5882388c5b337cfba%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/73f0f6765c6afbe5882388c5b337cfba/pm-drive.jpg	C:/My%20Web%20Sites/trello/d2k1ftgv7pobq7.cloudfront.net/meta/u/res/images/73f0f6765c6afbe5882388c5b337cfba/pm-drive.jpg	(from https://trello.com/teams/product)
